,Tweet,Sentiment
178,"@suntan2010 @scobie @YahooNewsUK The Queen was Scandal Free?
Are you having a laugh?
The Queen and Charles were the Duo who entertained #GhuislaineMaxwell and her Father Robert Maxwell around Prince Andrew.
Do you really think they paid out £12 million to protect Andrew Alone? https://t.co/sOxjWJ5UPk",1
179,"RT @Platinum2022: King Charles III and Queen Camilla with Te Prince and Princess of Wales. This first portrait of them together, following…",0
180,"RT @st_aubrun: ""During a David Frost interview with Princess Diana, the Princess was asked to name three things she loves:
1. Yoghurt
2. Ge…",1
181,"Inside Prince Harry and Meghan's UK cottage 

https://t.co/wKzm1T5p5z",0
182,"Oh shit, it’s smack time. 🍿 | 'Knock their heads together!' Anne tipped for conciliatory role to end Royal Family rifts #SmartNews  https://t.co/6AKCyNlVZR",-1
183,"@redunelectable @sixsensetee I'm well aware of the vitriol in the tabloid press towards H&amp;M in the UK, I lived in London in the 1990s and saw how the press treated Princess Diana 
It seems like history repeating itself, Prince Charles didn't like Diana getting more more attention than him
W&amp;K ditto with H&amp;M",1
184,"This harsh treatment created intense indignation abroad, especially in France and Great Britain; and the emperor Napoleon wrote personally to Prince Charles, protesting against the persecution.9AZ",-1
185,Meghan Markle And Prince Harry Are Reportedly Butting Heads With Netflix Over Cuts They Want To Make To Their Docuseries: Since America famously did an entire revolution so we wouldn't have to concern ourselves with whatever it is King Charles III gets… https://t.co/jqkrvLsR1y,-1
186,"RT @TENTVEntNews: Esme is back on a mission! See what #AveryKristenPohl had to say about it below! #GeneralHospital 

https://t.co/FixktKJw…",0
187,snubbed after seeing King Charles' first official photo. So the couple countered by releasing a portrait of their own. ⬇️ https://t.co/XwtCi1fSjn,-1
188,"Prince Andrew comeback dashed as Charles will ‘never’ allow return , more details : https://t.co/DPPOioTCOQ",-1
189,@CorporalB @Hedy82484848 @JoshShapiroPA No I mean whackos https://t.co/F7xkElSg4S,0
190,@IanMurrayMP I’ll maybe vote for you in an independent Scotland if you remove your tongue from prince Charles’ hoop x,-1
191,Prince Charles should be locked up as they did to the mothers cousins.....he is demented....and deformed..I will say that as they have....he is not allowed by the laws to become king.....infidelity and racism....he can't be king....please pass it on to honest people...your son.,-1
192,"@LisaDav03967594 @LindaAr28393889 @SuzannahTB3 @HRHDukeThomas Someone is petty and silly as hell to hold grudges against toddlers.😂Like or not, those beautiful,part black babies ARE indeed Charles III’s grandchildren. And the protocols that make them prince and princess were established in 1917.  Your king must STRIP them. Good luck w/that",-1
193,Damn! King Charles III Will Reportedly Have to Pay Rent to Prince William https://t.co/KF2VxoH1Jy,-1
194,"Meghan Markle, Prince Harry know ‘ball is in their court’ after King Charles’ speech Movies-Clubs https://t.co/2UvaJAJr6z",0
195,"RT @donkeyexposer: Psycho Prince Charles Urges Environmentalists: Follow the Islamic Way to Save World.

Prince Charles: Vast Military-Styl…",1
196,@DealingDevil The prince sits down bored and upset almost thinking he would never be able to talk to his radio doe and with that he leaves a note and leaves the hotel with the note saying “goodbye love Charles” https://t.co/vwJaFsxmOp,1
197,"Prince Charles ‘overjoyed’ about royal baby news https://t.co/MQ2n7cCulU Ain't that nice. Royal litter of Eu is increasing rapidly. Now they are competing who is going to have more, just like Hollywood Royalty.",1
198,"RT @according2_taz: @LaurenJ77 I think it comes down to them knowing the Queen was very forgiving of them and if honest, a pushover. It was…",1
199,"#NowPlaying Elvin Jones / Jimmy Garrison Sextet featuring McCoy Tyner - Illumination! (Impulse!, US 1964).

3/4 of John Coltrane’s classic quartet with also Prince Lasha, Sonny Simmons and Charles Davis.

I love this record so much 🖤 https://t.co/RICultVEhL",1
200,"Psycho Prince Charles Urges Environmentalists: Follow the Islamic Way to Save World.

Prince Charles: Vast Military-Style Campaign Needed in Climate Fight.

Prince Charles Calls for End to Capitalism to Save Planet from Global Warming.",1
201,"Prince Charles: “Climate change and biodiversity loss, as two of the world’s most dire and pressing threats, simply cannot be solved without China.”",-1
202,"King Charles set to honour Prince William, Kate Middleton yet again Movies-Clubs https://t.co/mC1PTLG6zL",1
203,@chris_yqr Hmmm. I like the Prince Charles for its modernist outlook. Going to have to think about whether or not it warrants heritage designation. Not many of these around.,1
204,"@HowardWilkins56 @GiftCee Well, was a nutshell. Assistant for Royal Movements, at KP, though I met Princess Royal, so beautiful, Prince Charles, at the time, Princess Diana, who paid for loads of restaurant meals, when we worked late and Prince Andrew..yes, well. Not so grand, but not bad :)",1
205,Piers Morgan BEGS King Charles III To ‘Dump’ Prince Harry and Meghan Markle In The Trash https://t.co/uj2mklwHBR #BritishRoyalFamily #KingCharlesIII #MeghanMarkle,-1
206,"RT @WinterOakPress: Charles III: King of the Great Reset

https://t.co/0ol6pcoery

https://t.co/lRGNmVl9du https://t.co/Zmh6FSjMC2",1
207,"Prince Harry and Meghan Markle's  UK cottage they lease from King Charles

https://t.co/wKzm1Tn0u9",0
208,"Piers Morgan slams Prince Harry, Meghan Markle’s latest move: ‘Deluded clowns’ https://t.co/yDVQycrWHa via @newscomauHQ as far as those photos &amp; especially the B&amp;W side by side show how low they have fallen into the time machine back to 1936 when the other pair of faux royals",-1
209,@DanteAtkins Sounds like the black spider letters all over again! https://t.co/XSwhzMVP4A,1
210,"""I think he's now worried that Charles is going to be devastated and his new reign compromised.""

Sources close to Prince Harry and Meghan Markle say they 'panicked' over their Netflix show.

@daisymcandrew and @Iromg question why changes are being made to the docuseries now. https://t.co/EhlYBPAZtU",-1
211,RT @DanRebellato: King Charles III: The Monarch Formerly Known As Prince https://t.co/J5S6LfmxPS,0
212,"@sjpersonal1 @MailOnline I think the Establishment might have had more control of him. As the Monarch he is not allowed a political view. Look how Charles is not able to attend the COP27, but he could as the Prince of Wales.

Still it’s interesting to think about",1
213,"RT @brittanygadoury: King Charles III, Queen Consort Camilla, Prince of Wales, and Princess of Wales 👑 #RoyalFamily #PrincessCatherine #Pri…",0
214,@AwkwardGirlLA Those items are affectionately known as  a Prince Charles 🤣🤣🤣,1
215,"RT @mc25dm: Your king that ‘cares about climate change’ flew from Oxford to Suffolk

#NotMyKing #AbolishTheMonarchy 

 https://t.co/X8i2PCP…",1
216,"RT @morganadams4145: Doctors had placed the queen, who was 96, under medical supervision at Balmoral Castle, her estate in the Scottish Hig…",0
217,RT @IndMediaGroup: King Charles set to gift Prince William and Kate Middleton 2 more homes #KingCharles #PrinceWilliam #KateMiddleton #Frog…,1
218,"@philipvmurphy #Sharma seems to have managed to stand clear of the sideshow - thinking about this though I wondered if Prince William, who has now stepped up, would attend in Charles' stead.  However, for me, the best case scenario is Charles does attend, as King, and immediately sets the tone.",1
219,@TwisleWasTaken thats why you got prince charles the third fingers,0
220,"RT @RayMairead: A mammals first instinct, self preservation,  they're finished if they had him back, Charlie boy and Wills knew it.
Self pr…",0
221,"Palace Shares New Photo of Charles, Camilla, William and Kate on Night Before Queen&amp;#39;s Funeral https://t.co/p5ao3k33oM via @people",-1
222,RT @FoxNews: NEW ERA: The king bestowed the titles Prince and Princess of Wales on William and Kate after his accession. https://t.co/3DUHe…,0
223,RT @Adelsexpertin: Their connection to the British Royal Family is their only asset. #HarryAndMeghan miscalculated. Neither of them thought…,1
224,Ainsi que le « prince » Charles De Katealare https://t.co/IxUG9kxKjg,0
225,"RT @AP: Prince William delivered his first speech as heir to the British throne at a wildlife protection summit, signaling that the royal f…",0
226,"- Prince Charles using king Edward 8 microwave tempest Robotic hand to copy any handwritting &amp; signature ,Is defrauding my signature on everything and anything and final cut HD the bastard who raped &amp; murdered his mother UHF &amp; VHF Microwave tempest",-1
227,"@DailyMailUK So Donald Trump thinks King Charles has an Agenda...So do a lot of people...but to King Charles, a Trump endorsement is like getting an endorsement from your pedophile  brother, Prince Andrew...too much yuk!",1
228,King Charles III Will Reportedly Have to Pay Rent to Prince William https://t.co/vi8dHwLN1l via @Yahoo,-1
229,"@BaronessBruck While the Queen was alive they knew the old school drill
Never complain never explain
That has gone now
King Charles and Prince William will push back
Revealing H&amp;M to be even bigger liars &amp; grifters than we know they are
Gloves are off
Cared so much about HMQ they didn't visit👎",1
230,"https://t.co/9YZefZJhbp   I am done with twitter.  It will be a rightwing platform controlled by a Right-wing nut job @elonmusk!  Right wing Billionaires things they can control democracy with their taking points!

#DemocracyIsOnTheBallot #CorruptBillionaires #DeleteTwitter #dump",0
231,"Amid tensions with the royal family, Prince Harry suggested an impartial third party sit in on a meeting with him, his wife Meghan Markle, father King Charles and stepmother Queen Consort Camilla

https://t.co/1RypjOTDCZ",0
232,"RT @RoyalRundown1: When King Charles was The Prince of Wales, one of his first speeches was also on environmental issues.
In 1970, the 21 y…",0
233,"RT @kmichelle: Yessssssssss! I’ve never done one, but i’m so in love with this song. Prince Charles gave me this record and I just looooooo…",1
234,"Yessssssssss! I’ve never done one, but i’m so in love with this song. Prince Charles gave me this record and I just looooooove it https://t.co/BHiRLSy1cg",1
235,"@Jack_Royston Jack, why do you think that?! There's a simple reason why King Charles III didn't inform his younger son. It's because Prince Harry has proved himself to be unreliable &amp; untrustworthy. If he got told of the sad news of his grandmother's passing, the next minute he'd call on Scab.",-1
